lat,lon,ele,time,deltaDistMeters,deltaTimeSeconds,deltaElevationMeters,cumTime,velocityKmPerHour,min,max,cumElevation,cumDistance,elevationGradients,gradientRange
41.020615,28.639141,198.5,2021-10-22 16:23:41,1.9647414197873019,5.0,-0.09999999999999432,198.0,1.4146138222468574,,,0.6999999999999886,143.79039519226524,-5.1,"(-10, -5]"
41.020622,28.639146,198.5,2021-10-22 16:23:47,0.8851877450559968,6.0,0.0,204.0,0.5311126470335982,,,0.6999999999999886,144.67558293732122,0.0,"(-1, 1]"
41.020595,28.639211,198.3,2021-10-22 16:23:51,6.231901544921085,4.0,-0.19999999999998863,208.0,5.608711390428977,,,0.5,150.9074844822423,-3.2,"(-5, -3]"
41.020532,28.639205,198.2,2021-10-22 16:23:56,7.031209330114495,5.0,-0.10000000000002274,213.0,5.062470717682436,,,0.39999999999997726,157.9386938123568,-1.4,"(-3, -1]"
41.020547,28.639132,198.4,2021-10-22 16:24:01,6.354417325582897,5.0,0.20000000000001705,218.0,4.575180474419686,,,0.5999999999999943,164.2931111379397,3.1,"(3, 5]"
41.020712,28.639087,198.6,2021-10-22 16:24:06,18.75252428872966,5.0,0.19999999999998863,223.0,13.501817487885354,,198.6,0.799999999999983,183.04563542666935,1.1,"(1, 3]"
41.020683,28.639143,198.5,2021-10-22 16:24:12,5.704623262259688,6.0,-0.09999999999999432,229.0,3.422773957355813,,,0.6999999999999886,188.75025868892905,-1.8,"(-3, -1]"
41.020672,28.639151,198.5,2021-10-22 16:24:16,1.3967409856838486,4.0,0.0,233.0,1.2570668871154638,,,0.6999999999999886,190.1469996746129,0.0,"(-1, 1]"
41.02066,28.639158,198.5,2021-10-22 16:24:22,1.4594840204661048,6.0,0.0,239.0,0.8756904122796629,,,0.6999999999999886,191.60648369507902,0.0,"(-1, 1]"
41.020649,28.639165,198.5,2021-10-22 16:24:27,1.3583361365057591,5.0,0.0,244.0,0.9780020182841467,,,0.6999999999999886,192.96481983158478,0.0,"(-1, 1]"
41.020638,28.639172,198.3,2021-10-22 16:24:27,1.3583361796420585,0.0,-0.19999999999998863,244.0,inf,,,0.5,194.32315601122684,-14.7,"(-30, -10]"
41.020619,28.639159,198.5,2021-10-22 16:24:32,2.3802592422418374,5.0,0.19999999999998863,249.0,1.713786654414123,,,0.6999999999999886,196.70341525346868,8.4,"(5, 10]"
41.020636,28.63915,198.5,2021-10-22 16:24:37,2.037808503361466,5.0,0.0,254.0,1.4672221224202555,,,0.6999999999999886,198.74122375683015,0.0,"(-1, 1]"
41.020653,28.639142,198.5,2021-10-22 16:24:42,2.0081699910113318,5.0,0.0,259.0,1.4458823935281588,,,0.6999999999999886,200.74939374784148,0.0,"(-1, 1]"
41.02067,28.639133,198.5,2021-10-22 16:24:47,2.0378083586219815,5.0,0.0,264.0,1.4672220182078266,,,0.6999999999999886,202.78720210646347,0.0,"(-1, 1]"
41.020688,28.639125,198.6,2021-10-22 16:24:52,2.11340182050888,5.0,0.09999999999999432,269.0,1.5216493107663938,,198.6,0.799999999999983,204.90060392697234,4.7,"(3, 5]"
41.020713,28.639132,198.5,2021-10-22 16:25:17,7.889615322395317,5.0,-0.09999999999999432,294.0,5.680523032124628,,,0.6999999999999886,212.79021924936765,-1.3,"(-3, -1]"
41.02074,28.639199,198.4,2021-10-22 16:25:27,6.379554688018404,10.0,-0.09999999999999432,304.0,2.2966396876866253,,,0.5999999999999943,219.16977393738605,-1.6,"(-3, -1]"
41.020756,28.639048,198.6,2021-10-22 16:25:40,12.806564130829603,13.0,0.19999999999998863,317.0,3.546433143922044,,198.6,0.799999999999983,231.97633806821565,1.6,"(1, 3]"
41.020693,28.638962,198.5,2021-10-22 16:25:46,10.067500396652319,6.0,-0.09999999999999432,323.0,6.040500237991392,,,0.6999999999999886,242.04383846486797,-1.0,"(-3, -1]"
